order_id,store_id,customer_id,order_ts,payment_type,discount_pct
O4200000070,5,1476,2025-08-16T04:48:00,card,0.03
O4200000071,10,1472,2025-08-16T04:50:00,mobile,0.0
O4200000072,7,1228,2025-08-16T05:05:00,card,0.04
O4200000073,2,870,2025-08-16T05:14:00,card,0.04
O4200000074,10,73,2025-08-16T05:19:00,card,0.0
O4200000075,5,204,2025-08-16T05:25:00,card,0.08
O4200000076,7,337,2025-08-16T05:41:00,card,0.02
O4200000077,4,543,2025-08-16T05:45:00,card,0.0
O4200000078,4,1847,2025-08-16T05:45:00,card,0.0
O4200000079,2,930,2025-08-16T05:53:00,card,0.08
O4200000080,2,1292,2025-08-16T06:04:00,mobile,0.02
O4200000081,2,372,2025-08-16T06:06:00,card,0.04
O4200000082,8,881,2025-08-16T06:06:00,card,0.04
O4200000083,1,268,2025-08-16T06:08:00,cash,0.0
O4200000084,10,825,2025-08-16T06:08:00,cash,0.03
O4200000085,4,35,2025-08-16T06:09:00,card,0.05
O4200000086,2,1742,2025-08-16T06:11:00,card,0.0
O4200000087,9,284,2025-08-16T06:14:00,card,0.08
O4200000088,7,1742,2025-08-16T06:34:00,card,0.0
O4200000089,8,1459,2025-08-16T06:36:00,card,0.06
O4200000090,1,1345,2025-08-16T06:36:00,mobile,0.03
O4200000091,9,1387,2025-08-16T06:39:00,card,0.0
O4200000092,7,971,2025-08-16T06:41:00,cash,0.05
O4200000093,10,1316,2025-08-16T06:47:00,mobile,0.0
O4200000094,4,899,2025-08-16T07:16:00,card,0.0
O4200000096,3,1893,2025-08-16T07:38:00,card,0.05
O4200000097,10,1929,2025-08-16T07:41:00,card,0.06
O4200000098,9,333,2025-08-16T07:42:00,card,0.07
O4200000099,9,1713,2025-08-16T07:50:00,card,0.0
O4200000100,5,1584,2025-08-16T07:54:00,card,0.06
O4200000101,4,573,2025-08-16T08:03:00,card,0.0
O4200000102,9,1026,2025-08-16T08:05:00,card,0.0
O4200000103,7,1182,2025-08-16T08:06:00,card,0.0
O4200000104,8,1439,2025-08-16T08:07:00,card,0.0
O4200000105,4,839,2025-08-16T08:17:00,card,0.0
O4200000106,4,930,2025-08-16T08:38:00,mobile,0.06
O4200000107,9,945,2025-08-16T08:38:00,card,0.0
O4200000108,1,639,2025-08-16T08:40:00,card,0.04
O4200000109,5,1587,2025-08-16T09:15:00,card,0.0
O4200000110,8,1759,2025-08-16T09:16:00,cash,0.03
O4200000111,10,405,2025-08-16T09:22:00,mobile,0.1
O4200000112,9,368,2025-08-16T09:40:00,card,0.0
O4200000113,1,403,2025-08-16T09:44:00,cash,0.03
O4200000114,7,29,2025-08-16T09:56:00,mobile,0.04
O4200000115,9,120,2025-08-16T10:01:00,card,0.01
O4200000117,9,75,2025-08-16T10:12:00,card,0.0
O4200000118,6,1029,2025-08-16T10:17:00,cash,0.0
O4200000119,1,637,2025-08-16T10:47:00,mobile,0.13
O4200000120,3,1750,2025-08-16T10:49:00,card,0.01
O4200000121,1,953,2025-08-16T10:49:00,card,0.02
O4200000122,5,1994,2025-08-16T10:50:00,card,0.05
O4200000123,1,1111,2025-08-16T10:58:00,cash,0.02
O4200000124,6,467,2025-08-16T11:03:00,cash,0.0
O4200000125,5,1806,2025-08-16T11:11:00,card,0.03
O4200000126,8,1646,2025-08-16T11:35:00,cash,0.06
O4200000127,10,286,2025-08-16T11:45:00,card,0.02
O4200000128,4,1682,2025-08-16T11:49:00,mobile,0.0
O4200000129,1,1119,2025-08-16T11:57:00,card,0.0
O4200000130,4,417,2025-08-16T11:57:00,card,0.06
O4200000131,2,366,2025-08-16T12:00:00,mobile,0.03
O4200000132,4,1741,2025-08-16T12:01:00,card,0.04
O4200000133,7,1446,2025-08-16T12:08:00,mobile,0.08
O4200000134,10,547,2025-08-16T12:10:00,mobile,0.02
O4200000135,10,104,2025-08-16T12:31:00,card,0.03
O4200000136,4,189,2025-08-16T12:42:00,card,0.05
O4200000137,1,220,2025-08-16T12:54:00,cash,0.0
O4200000138,1,1012,2025-08-16T12:54:00,mobile,0.0
O4200000139,4,151,2025-08-16T12:54:00,card,0.08
O4200000140,1,1834,2025-08-16T12:54:00,cash,0.04
O4200000141,7,802,2025-08-16T12:54:00,card,0.04
O4200000142,5,1252,2025-08-16T12:54:00,card,0.0
O4200000143,10,82,2025-08-16T13:08:00,card,0.0
O4200000145,8,331,2025-08-16T13:16:00,mobile,0.07
O4200000146,10,1726,2025-08-16T13:24:00,card,0.04
O4200000147,9,571,2025-08-16T13:28:00,card,0.03
O4200000148,2,1349,2025-08-16T13:30:00,card,0.05
O4200000149,1,830,2025-08-16T13:35:00,card,0.0
O4200000150,6,228,2025-08-16T13:49:00,card,0.0
O4200000152,2,1402,2025-08-16T13:56:00,cash,0.0
O4200000153,9,1342,2025-08-16T13:58:00,card,0.0
O4200000154,6,157,2025-08-16T14:01:00,card,0.04
O4200000155,8,114,2025-08-16T14:04:00,cash,0.0
O4200000156,4,524,2025-08-16T14:21:00,mobile,0.01
O4200000157,6,1881,2025-08-16T14:30:00,card,0.05
O4200000158,8,1384,2025-08-16T14:30:00,mobile,0.0
O4200000159,4,683,2025-08-16T14:30:00,card,0.0
O4200000160,7,75,2025-08-16T14:41:00,card,0.0
O4200000161,1,1033,2025-08-16T14:43:00,card,0.0
O4200000162,10,732,2025-08-16T14:44:00,card,0.05
O4200000163,10,1214,2025-08-16T14:48:00,card,0.0
O4200000164,8,366,2025-08-16T14:48:00,mobile,0.03
O4200000165,4,1990,2025-08-16T14:59:00,card,0.06
O4200000166,9,854,2025-08-16T15:02:00,cash,0.0
O4200000168,1,672,2025-08-16T15:04:00,cash,0.07
O4200000169,4,79,2025-08-16T15:07:00,card,0.06
O4200000170,2,1765,2025-08-16T15:12:00,card,0.0
O4200000171,2,804,2025-08-16T15:17:00,card,0.03
O4200000172,3,1997,2025-08-16T15:17:00,card,0.04
O4200000173,1,179,2025-08-16T15:27:00,mobile,0.04
O4200000174,2,82,2025-08-16T15:28:00,card,0.0
O4200000175,10,1521,2025-08-16T15:31:00,card,0.0
O4200000176,5,906,2025-08-16T15:50:00,card,0.08
O4200000177,5,67,2025-08-16T15:56:00,cash,0.0
O4200000178,8,1334,2025-08-16T15:57:00,card,0.0
O4200000179,3,1878,2025-08-16T15:57:00,card,0.03
O4200000181,9,1147,2025-08-16T16:16:00,card,0.06
O4200000182,7,825,2025-08-16T16:18:00,cash,0.0
O4200000183,2,1904,2025-08-16T16:18:00,card,0.07
O4200000184,6,332,2025-08-16T16:18:00,card,0.0
O4200000185,4,1386,2025-08-16T16:20:00,card,0.01
O4200000186,2,342,2025-08-16T16:32:00,card,0.06
O4200000187,2,825,2025-08-16T16:33:00,card,0.05
O4200000188,1,1295,2025-08-16T16:36:00,mobile,0.04
O4200000189,9,1093,2025-08-16T16:42:00,card,0.08
O4200000190,1,904,2025-08-16T16:42:00,card,0.09
O4200000191,7,1959,2025-08-16T16:46:00,card,0.06
O4200000192,6,69,2025-08-16T16:49:00,card,0.05
O4200000194,7,1742,2025-08-16T16:51:00,card,0.08
O4200000195,6,939,2025-08-16T16:53:00,card,0.0
O4200000196,6,451,2025-08-16T16:53:00,cash,0.07
O4200000197,3,1978,2025-08-16T16:56:00,card,0.0
O4200000198,4,597,2025-08-16T16:59:00,card,0.03
O4200000199,2,16,2025-08-16T17:32:00,cash,0.0
O4200000200,4,1318,2025-08-16T17:34:00,card,0.01
O4200000201,3,947,2025-08-16T17:48:00,card,0.0
O4200000202,2,83,2025-08-16T17:49:00,mobile,0.04
O4200000203,2,769,2025-08-16T17:49:00,card,0.05
O4200000204,2,1720,2025-08-16T17:54:00,card,0.07
O4200000205,8,868,2025-08-16T17:56:00,card,0.0
O4200000206,10,737,2025-08-16T17:56:00,card,0.0
O4200000207,6,1185,2025-08-16T17:56:00,mobile,0.01
O4200000208,10,1298,2025-08-16T18:00:00,cash,0.03
O4200000209,3,557,2025-08-16T18:07:00,card,0.01
O4200000210,10,662,2025-08-16T18:13:00,card,0.0
O4200000211,3,1981,2025-08-16T18:16:00,mobile,0.03
O4200000213,1,41,2025-08-16T18:18:00,card,0.06
O4200000214,1,826,2025-08-16T18:34:00,card,0.06
O4200000215,9,380,2025-08-16T18:38:00,card,0.04
O4200000216,4,1769,2025-08-16T18:39:00,mobile,0.0
O4200000217,2,1802,2025-08-16T18:40:00,card,0.0
O4200000218,6,130,2025-08-16T18:41:00,card,0.06
O4200000219,6,1297,2025-08-16T18:53:00,card,0.04
O4200000220,4,1538,2025-08-16T18:59:00,mobile,0.0
O4200000221,8,1944,2025-08-16T19:02:00,card,0.01
O4200000222,10,1016,2025-08-16T19:15:00,card,0.04
O4200000223,3,8,2025-08-16T19:16:00,card,0.01
O4200000224,4,770,2025-08-16T19:20:00,cash,0.0
O4200000225,10,810,2025-08-16T19:27:00,card,0.04
O4200000226,5,1052,2025-08-16T19:32:00,card,0.06
O4200000227,9,77,2025-08-16T19:32:00,mobile,0.0
O4200000228,4,1138,2025-08-16T19:35:00,mobile,0.03
O4200000229,9,1728,2025-08-16T19:36:00,mobile,0.04
O4200000230,2,162,2025-08-16T19:39:00,card,0.0
O4200000231,1,922,2025-08-16T19:42:00,mobile,0.06
O4200000232,1,1265,2025-08-16T19:48:00,card,0.0
O4200000233,8,318,2025-08-16T19:52:00,mobile,0.0
O4200000235,8,1098,2025-08-16T19:54:00,card,0.06
O4200000236,3,419,2025-08-16T19:54:00,card,0.07
O4200000237,2,1085,2025-08-16T20:15:00,card,0.0
O4200000238,9,1570,2025-08-16T20:15:00,card,0.0
O4200000239,10,1699,2025-08-16T20:17:00,card,0.0
O4200000240,6,473,2025-08-16T20:22:00,card,0.05
O4200000241,7,1391,2025-08-16T20:22:00,cash,0.0
O4200000242,6,1607,2025-08-16T20:28:00,mobile,0.0
O4200000243,6,525,2025-08-16T20:31:00,mobile,0.05
O4200000244,7,1467,2025-08-16T20:35:00,card,0.0
O4200000245,1,1397,2025-08-16T20:36:00,card,0.0
O4200000246,6,520,2025-08-16T20:42:00,card,0.03
O4200000247,7,575,2025-08-16T20:42:00,card,0.04
O4200000248,1,1595,2025-08-16T20:44:00,cash,0.02
O4200000249,4,455,2025-08-16T20:45:00,card,0.08
O4200000250,10,623,2025-08-16T20:46:00,card,0.04
O4200000251,10,683,2025-08-16T20:47:00,mobile,0.0
O4200000252,5,638,2025-08-16T20:47:00,card,0.07
O4200000253,8,495,2025-08-16T20:48:00,card,0.02
O4200000254,1,8,2025-08-16T20:48:00,card,0.02
O4200000255,7,1059,2025-08-16T21:00:00,cash,0.04
O4200000256,3,604,2025-08-16T21:02:00,cash,0.08
O4200000257,6,863,2025-08-16T21:02:00,card,0.02
O4200000258,10,1346,2025-08-16T21:04:00,card,0.0
O4200000259,10,1167,2025-08-16T21:05:00,card,0.0
O4200000260,5,1843,2025-08-16T21:05:00,cash,0.0
O4200000261,1,3,2025-08-16T21:09:00,card,0.08
O4200000262,9,1919,2025-08-16T21:12:00,card,0.0
O4200000263,3,712,2025-08-16T21:13:00,cash,0.02
O4200000264,5,1120,2025-08-16T21:14:00,mobile,0.0
O4200000265,10,1463,2025-08-16T21:15:00,mobile,0.0
O4200000266,5,54,2025-08-16T21:16:00,card,0.08
O4200000267,1,358,2025-08-16T21:27:00,card,0.0
O4200000268,1,1132,2025-08-16T21:27:00,card,0.0
O4200000269,10,1048,2025-08-16T21:33:00,card,0.03
O4200000270,9,946,2025-08-16T21:34:00,card,0.08
O4200000271,3,1519,2025-08-16T21:40:00,card,0.0
O4200000272,9,1037,2025-08-16T21:45:00,card,0.0
O4200000273,6,1275,2025-08-16T21:45:00,card,0.05
O4200000274,2,1278,2025-08-16T21:56:00,cash,0.04
O4200000275,6,78,2025-08-16T22:00:00,cash,0.06
O4200000276,6,1831,2025-08-16T22:01:00,mobile,0.0
O4200000277,7,1644,2025-08-16T22:08:00,cash,0.0
O4200000278,10,1306,2025-08-16T22:14:00,card,0.11
O4200000279,4,1574,2025-08-16T22:20:00,card,0.0
O4200000280,1,1332,2025-08-16T22:22:00,card,0.0
O4200000281,9,150,2025-08-16T22:24:00,mobile,0.04
O4200000283,7,658,2025-08-16T22:31:00,card,0.1
O4200000284,6,1088,2025-08-16T22:32:00,card,0.03
O4200000285,2,1900,2025-08-16T22:44:00,card,0.06
O4200000286,10,676,2025-08-16T22:48:00,card,0.0
O4200000287,6,1781,2025-08-16T22:51:00,mobile,0.0
O4200000288,3,1882,2025-08-16T22:55:00,mobile,0.06
O4200000289,5,1768,2025-08-16T22:59:00,card,0.0
O4200000290,9,11,2025-08-16T22:59:00,cash,0.03
O4200000292,9,1575,2025-08-16T23:08:00,mobile,0.09
O4200000293,8,357,2025-08-16T23:08:00,card,0.05
O4200000294,1,1315,2025-08-16T23:15:00,card,0.0
O4200000295,2,244,2025-08-16T23:21:00,card,0.06
O4200000296,6,970,2025-08-16T23:29:00,card,0.05
O4200000297,4,842,2025-08-16T23:39:00,cash,0.06
O4200000298,10,878,2025-08-16T23:43:00,card,0.0
O4200000299,5,1909,2025-08-16T23:45:00,card,0.0
O4200000300,5,1037,2025-08-16T23:47:00,card,0.0
O4200000301,5,28,2025-08-16T23:50:00,card,0.0
O4200000302,10,1181,2025-08-16T23:50:00,mobile,0.13
O4200000303,10,964,2025-08-17T00:07:00,card,0.06
O4200000304,10,1216,2025-08-17T00:10:00,mobile,0.07
O4200000305,8,1683,2025-08-17T00:17:00,card,0.06
O4200000306,2,1594,2025-08-17T00:17:00,card,0.02
O4200000307,2,1208,2025-08-17T00:20:00,card,0.06
O4200000308,3,1462,2025-08-17T00:31:00,card,0.0
O4200000309,7,1377,2025-08-17T00:36:00,card,0.0
O4200000310,1,1734,2025-08-17T00:40:00,card,0.05
O4200000311,6,652,2025-08-17T00:43:00,card,0.0
O4200000312,1,187,2025-08-17T00:49:00,card,0.03
O4200000313,6,623,2025-08-17T00:58:00,cash,0.0
O4200000314,5,1496,2025-08-17T00:58:00,card,0.0
O4200000315,4,294,2025-08-17T01:02:00,card,0.0
O4200000316,6,1795,2025-08-17T01:08:00,card,0.0
O4200000317,5,440,2025-08-17T01:19:00,card,0.04
O4200000318,8,270,2025-08-17T01:19:00,cash,0.03
O4200000319,10,1248,2025-08-17T01:20:00,card,0.0
O4200000320,10,730,2025-08-17T01:24:00,card,0.1
O4200000321,9,965,2025-08-17T01:25:00,card,0.0
O4200000322,1,961,2025-08-17T01:26:00,card,0.0
O4200000323,8,244,2025-08-17T01:27:00,card,0.0
O4200000324,7,1928,2025-08-17T01:28:00,card,0.04
O4200000325,6,1293,2025-08-17T01:32:00,card,0.04
O4200000326,3,1038,2025-08-17T01:33:00,card,0.0
O4200000327,8,1876,2025-08-17T01:33:00,card,0.06
O4200000328,2,781,2025-08-17T01:47:00,card,0.11
O4200000329,4,434,2025-08-17T01:56:00,cash,0.0
O4200000330,8,1378,2025-08-17T02:01:00,cash,0.04
O4200000331,2,1167,2025-08-17T02:09:00,cash,0.06
O4200000332,6,803,2025-08-17T02:15:00,card,0.04
O4200000333,7,267,2025-08-17T02:17:00,cash,0.07
O4200000334,3,644,2025-08-17T02:19:00,card,0.0
O4200000335,4,186,2025-08-17T02:20:00,mobile,0.01
O4200000336,5,1124,2025-08-17T02:22:00,card,0.0
O4200000337,10,762,2025-08-17T02:24:00,card,0.05
O4200000338,7,303,2025-08-17T02:27:00,card,0.0
O4200000339,9,561,2025-08-17T02:28:00,card,0.03
O4200000340,3,1015,2025-08-17T02:28:00,cash,0.03
O4200000341,5,1746,2025-08-17T02:37:00,cash,0.05
O4200000342,4,1704,2025-08-17T02:38:00,card,0.0
O4200000343,2,1736,2025-08-17T02:42:00,card,0.0
O4200000344,9,1340,2025-08-17T02:44:00,card,0.03
O4200000345,10,1964,2025-08-17T02:46:00,card,0.0
O4200000346,3,1624,2025-08-17T02:47:00,card,0.05
O4200000347,8,1806,2025-08-17T02:52:00,mobile,0.06
O4200000348,3,885,2025-08-17T02:53:00,card,0.06
O4200000349,4,377,2025-08-17T02:54:00,card,0.0
O4200000350,4,55,2025-08-17T03:05:00,card,0.08
O4200000351,6,576,2025-08-17T03:05:00,mobile,0.11
O4200000352,2,1884,2025-08-17T03:05:00,card,0.05
O4200000353,9,76,2025-08-17T03:05:00,mobile,0.07
O4200000354,3,848,2025-08-17T03:13:00,card,0.07
O4200000355,1,701,2025-08-17T03:20:00,card,0.08
O4200000356,9,1998,2025-08-17T03:23:00,card,0.0
O4200000357,9,603,2025-08-17T03:23:00,mobile,0.02
O4200000358,5,1898,2025-08-17T03:29:00,cash,0.0
O4200000359,9,973,2025-08-17T03:38:00,mobile,0.0
O4200000360,10,1800,2025-08-17T03:53:00,mobile,0.0
O4200000361,5,1067,2025-08-17T03:59:00,cash,0.05
O4200000362,8,916,2025-08-17T04:03:00,card,0.0
O4200000363,6,931,2025-08-17T04:10:00,card,0.04
O4200000364,5,587,2025-08-17T04:10:00,card,0.0
O4200000365,9,1461,2025-08-17T04:11:00,card,0.04
O4200000366,9,243,2025-08-17T04:21:00,mobile,0.09
O4200000367,9,1719,2025-08-17T04:24:00,card,0.04
O4200000368,3,886,2025-08-17T04:24:00,card,0.05
O4200000369,8,432,2025-08-17T04:34:00,mobile,0.0
O4200000370,1,1588,2025-08-17T04:42:00,card,0.08
O4200000371,1,1492,2025-08-17T04:42:00,card,0.07
O4200000372,4,1415,2025-08-17T04:42:00,mobile,0.0
O4200000373,10,1565,2025-08-17T05:01:00,cash,0.0
O4200000374,1,1527,2025-08-17T05:01:00,card,0.0
O4200000375,5,554,2025-08-17T05:01:00,card,0.02
O4200000376,5,1611,2025-08-17T05:06:00,card,0.03
O4200000377,8,1908,2025-08-17T05:11:00,card,0.0
O4200000378,7,1979,2025-08-17T05:21:00,cash,0.0
O4200000379,5,646,2025-08-17T05:21:00,mobile,0.06
O4200000381,4,544,2025-08-17T05:30:00,mobile,0.0
O4200000382,6,592,2025-08-17T05:39:00,card,0.04
O4200000383,10,396,2025-08-17T05:59:00,card,0.04
O4200000385,3,1798,2025-08-17T06:03:00,card,0.0
O4200000386,2,441,2025-08-17T06:04:00,card,0.05
O4200000387,4,551,2025-08-17T06:13:00,mobile,0.08
O4200000388,10,1144,2025-08-17T06:13:00,card,0.0
O4200000389,9,1197,2025-08-17T06:32:00,card,0.0
O4200000390,6,664,2025-08-17T06:36:00,card,0.0
O4200000391,10,604,2025-08-17T06:53:00,card,0.11
O4200000392,6,724,2025-08-17T06:54:00,cash,0.0
O4200000393,6,1591,2025-08-17T07:05:00,card,0.0
O4200000394,8,119,2025-08-17T07:13:00,card,0.0
O4200000395,7,409,2025-08-17T07:14:00,card,0.0
O4200000396,3,999,2025-08-17T07:41:00,mobile,0.09
O4200000398,9,9,2025-08-17T07:52:00,card,0.0
O4200000399,1,893,2025-08-17T08:19:00,card,0.01
O4200000400,5,196,2025-08-17T08:35:00,card,0.03
O4200000401,6,666,2025-08-17T08:40:00,card,0.0
O4200000402,1,1670,2025-08-17T08:47:00,card,0.08
O4200000403,3,1390,2025-08-17T08:48:00,card,0.08
O4200000404,8,399,2025-08-17T08:51:00,card,0.0
O4200000405,5,1724,2025-08-17T08:51:00,card,0.04
O4200000406,10,77,2025-08-17T08:51:00,cash,0.09
O4200000407,4,175,2025-08-17T08:54:00,card,0.0
O4200000408,6,1125,2025-08-17T08:55:00,card,0.0
O4200000409,3,551,2025-08-17T08:57:00,mobile,0.03
O4200000410,9,152,2025-08-17T09:05:00,card,0.09
O4200000411,4,1653,2025-08-17T09:12:00,mobile,0.0
O4200000412,7,1842,2025-08-17T09:12:00,card,0.04
O4200000413,4,1114,2025-08-17T09:13:00,mobile,0.0
O4200000414,2,683,2025-08-17T09:23:00,card,0.0
O4200000415,9,669,2025-08-17T09:23:00,card,0.0
O4200000416,5,675,2025-08-17T09:26:00,card,0.0
O4200000417,9,734,2025-08-17T09:34:00,card,0.0
O4200000418,8,751,2025-08-17T09:39:00,mobile,0.0
O4200000419,3,1163,2025-08-17T09:53:00,mobile,0.08
O4200000420,9,1701,2025-08-17T09:57:00,card,0.02
O4200000421,5,932,2025-08-17T09:58:00,card,0.0
O4200000422,9,334,2025-08-17T10:00:00,card,0.09
O4200000423,1,597,2025-08-17T10:05:00,card,0.02
O4200000424,5,1934,2025-08-17T10:09:00,card,0.0
O4200000425,9,1663,2025-08-17T10:12:00,card,0.03
O4200000426,3,1471,2025-08-17T10:12:00,cash,0.0
O4200000427,4,668,2025-08-17T10:20:00,card,0.0
O4200000428,4,1738,2025-08-17T10:20:00,card,0.06
O4200000429,10,564,2025-08-17T10:21:00,card,0.0
O4200000430,10,755,2025-08-17T10:25:00,card,0.0
O4200000431,10,814,2025-08-17T10:25:00,card,0.05
O4200000432,2,1945,2025-08-17T10:34:00,card,0.04
O4200000433,6,1597,2025-08-17T10:59:00,cash,0.0
O4200000434,3,339,2025-08-17T11:02:00,mobile,0.03
O4200000435,9,1400,2025-08-17T11:06:00,card,0.0
O4200000436,3,1553,2025-08-17T11:08:00,card,0.0
O4200000437,1,831,2025-08-17T11:08:00,card,0.01
O4200000438,1,103,2025-08-17T11:12:00,cash,0.0
O4200000439,10,1122,2025-08-17T11:23:00,card,0.0
O4200000440,2,1536,2025-08-17T11:35:00,card,0.04
O4200000441,9,1653,2025-08-17T11:45:00,mobile,0.0
O4200000442,3,1289,2025-08-17T11:56:00,card,0.09
O4200000444,5,73,2025-08-17T12:08:00,card,0.02
O4200000445,3,1772,2025-08-17T12:12:00,card,0.0
O4200000446,7,1143,2025-08-17T12:16:00,card,0.09
O4200000447,2,920,2025-08-17T12:17:00,card,0.0
O4200000448,5,1750,2025-08-17T12:18:00,card,0.06
O4200000449,9,767,2025-08-17T12:20:00,mobile,0.05
O4200000450,7,1868,2025-08-17T12:20:00,card,0.07
O4200000452,9,1613,2025-08-17T12:23:00,mobile,0.01
O4200000453,3,335,2025-08-17T12:23:00,card,0.06
O4200000454,3,490,2025-08-17T12:26:00,card,0.02
O4200000455,9,1584,2025-08-17T12:32:00,card,0.0
O4200000456,1,1848,2025-08-17T12:39:00,card,0.0
O4200000457,7,479,2025-08-17T12:44:00,mobile,0.07
O4200000458,1,1955,2025-08-17T12:45:00,card,0.0
O4200000459,1,1102,2025-08-17T12:57:00,card,0.0
O4200000461,8,634,2025-08-17T13:04:00,mobile,0.03
O4200000462,1,1008,2025-08-17T13:05:00,mobile,0.0
O4200000463,5,133,2025-08-17T13:07:00,card,0.05
O4200000464,10,832,2025-08-17T13:13:00,card,0.04
O4200000465,1,385,2025-08-17T13:15:00,mobile,0.04
O4200000466,10,1782,2025-08-17T13:18:00,cash,0.03
O4200000467,10,15,2025-08-17T13:19:00,cash,0.0
O4200000468,5,21,2025-08-17T13:20:00,card,0.0
O4200000469,7,871,2025-08-17T13:20:00,card,0.05
O4200000470,4,791,2025-08-17T13:21:00,card,0.0
O4200000471,2,1552,2025-08-17T13:25:00,card,0.0
O4200000472,5,1772,2025-08-17T13:28:00,card,0.1
O4200000474,10,472,2025-08-17T13:32:00,card,0.0
O4200000475,7,804,2025-08-17T13:46:00,cash,0.0
O4200000476,9,629,2025-08-17T13:53:00,card,0.0
O4200000477,8,699,2025-08-17T14:01:00,card,0.0
O4200000478,10,549,2025-08-17T14:07:00,card,0.11
O4200000479,5,1962,2025-08-17T14:08:00,mobile,0.04
O4200000481,3,1818,2025-08-17T14:27:00,card,0.06
O4200000482,5,646,2025-08-17T14:30:00,card,0.06
O4200000483,5,260,2025-08-17T14:35:00,card,0.0
O4200000484,8,978,2025-08-17T14:39:00,card,0.0
O4200000485,1,518,2025-08-17T14:40:00,cash,0.0
O4200000486,6,1115,2025-08-17T14:40:00,card,0.04
O4200000487,4,707,2025-08-17T14:47:00,card,0.02
O4200000488,1,1737,2025-08-17T14:55:00,card,0.0
O4200000489,3,1002,2025-08-17T14:55:00,cash,0.0
O4200000490,4,1124,2025-08-17T14:56:00,mobile,0.03
