snapshot_ts,store_id,product_id,on_hand,on_order,safety_stock,reorder_qty
2025-08-16T06:00:00,1,114,53,0,9,0
2025-08-16T06:00:00,1,115,63,0,16,0
2025-08-16T06:00:00,1,116,50,0,16,0
2025-08-16T06:00:00,1,117,58,0,10,0
2025-08-16T06:00:00,1,118,33,0,9,0
2025-08-16T06:00:00,1,119,54,0,13,0
2025-08-16T06:00:00,1,120,8,0,5,0
2025-08-16T06:00:00,1,121,47,0,14,0
2025-08-16T06:00:00,1,122,33,0,7,0
2025-08-16T06:00:00,1,123,14,0,5,0
2025-08-16T06:00:00,1,124,53,0,14,0
2025-08-16T06:00:00,1,125,46,0,11,0
2025-08-16T06:00:00,1,126,62,0,21,0
2025-08-16T06:00:00,1,127,44,0,9,0
2025-08-16T06:00:00,1,128,2,17,5,19
2025-08-16T06:00:00,1,129,27,0,9,0
2025-08-16T06:00:00,1,130,55,0,19,0
2025-08-16T06:00:00,1,131,52,0,13,0
2025-08-16T06:00:00,1,132,45,0,10,0
2025-08-16T06:00:00,1,133,70,0,13,0
2025-08-16T06:00:00,1,134,88,0,26,0
2025-08-16T06:00:00,1,135,40,0,7,0
2025-08-16T06:00:00,1,136,45,0,14,0
2025-08-16T06:00:00,1,137,38,0,9,0
2025-08-16T06:00:00,1,138,32,0,8,0
2025-08-16T06:00:00,1,139,28,0,6,0
2025-08-16T06:00:00,1,140,20,0,5,0
2025-08-16T06:00:00,1,141,44,0,9,0
2025-08-16T06:00:00,1,142,37,0,11,0
2025-08-16T06:00:00,1,143,58,0,14,0
2025-08-16T06:00:00,1,144,62,0,11,0
2025-08-16T06:00:00,1,145,56,0,18,0
2025-08-16T06:00:00,1,146,44,0,12,0
2025-08-16T06:00:00,1,147,47,0,11,0
2025-08-16T06:00:00,1,148,33,0,8,0
2025-08-16T06:00:00,1,149,44,0,8,0
2025-08-16T06:00:00,1,150,47,0,8,0
2025-08-16T06:00:00,1,151,54,0,11,0
2025-08-16T06:00:00,1,152,14,0,5,0
2025-08-16T06:00:00,1,153,18,0,6,0
2025-08-16T06:00:00,1,154,37,0,10,0
2025-08-16T06:00:00,1,155,39,0,10,0
2025-08-16T06:00:00,1,156,45,0,12,0
2025-08-16T06:00:00,1,157,14,0,5,0
2025-08-16T06:00:00,1,158,21,0,5,0
2025-08-16T06:00:00,1,159,43,0,7,0
2025-08-16T06:00:00,1,160,40,0,10,0
2025-08-16T06:00:00,1,161,22,0,7,0
2025-08-16T06:00:00,1,162,19,0,5,0
2025-08-16T06:00:00,1,163,38,0,10,0
2025-08-16T06:00:00,1,164,53,0,9,0
2025-08-16T06:00:00,1,165,62,0,20,0
2025-08-16T06:00:00,1,166,39,0,7,0
2025-08-16T06:00:00,1,167,33,0,9,0
2025-08-16T06:00:00,1,168,61,0,17,0
2025-08-16T06:00:00,1,169,37,0,6,0
2025-08-16T06:00:00,1,170,41,0,7,0
2025-08-16T06:00:00,1,171,58,0,11,0
2025-08-16T06:00:00,1,172,41,0,12,0
2025-08-16T06:00:00,1,173,40,0,12,0
2025-08-16T06:00:00,1,174,54,0,18,0
2025-08-16T06:00:00,1,175,34,0,10,0
2025-08-16T06:00:00,1,176,45,0,7,0
2025-08-16T06:00:00,1,177,34,0,8,0
2025-08-16T06:00:00,1,178,25,0,6,0
2025-08-16T06:00:00,1,179,15,0,5,0
2025-08-16T06:00:00,1,180,66,0,15,0
2025-08-16T06:00:00,1,181,57,0,14,0
2025-08-16T06:00:00,1,182,12,0,5,0
2025-08-16T06:00:00,1,183,51,0,11,0
2025-08-16T06:00:00,1,184,39,0,9,0
2025-08-16T06:00:00,1,185,51,0,11,0
2025-08-16T06:00:00,1,186,51,0,15,0
2025-08-16T06:00:00,1,187,38,0,8,0
2025-08-16T06:00:00,1,188,45,0,14,0
2025-08-16T06:00:00,1,189,51,0,17,0
2025-08-16T06:00:00,1,190,62,0,15,0
2025-08-16T06:00:00,1,191,58,0,10,0
2025-08-16T06:00:00,1,192,35,0,8,0
2025-08-16T06:00:00,1,193,58,0,10,0
2025-08-16T06:00:00,1,194,31,0,8,0
2025-08-16T06:00:00,1,195,55,0,17,0
2025-08-16T06:00:00,1,196,27,0,8,0
2025-08-16T06:00:00,1,197,38,0,8,0
2025-08-16T06:00:00,1,198,28,0,6,0
2025-08-16T06:00:00,1,199,16,0,5,0
2025-08-16T06:00:00,1,200,37,0,12,0
2025-08-16T06:00:00,2,1,36,0,9,0
2025-08-16T06:00:00,2,2,50,0,16,0
2025-08-16T06:00:00,2,3,31,0,6,0
2025-08-16T06:00:00,2,4,32,0,9,0
2025-08-16T06:00:00,2,5,79,0,18,0
2025-08-16T06:00:00,2,6,63,0,20,0
2025-08-16T06:00:00,2,7,79,0,22,0
2025-08-16T06:00:00,2,8,52,0,16,0
2025-08-16T06:00:00,2,9,75,0,15,0
2025-08-16T06:00:00,2,10,27,0,5,0
2025-08-16T06:00:00,2,11,32,0,5,0
2025-08-16T06:00:00,2,12,74,0,11,0
2025-08-16T06:00:00,2,13,28,0,9,0
2025-08-16T06:00:00,2,14,34,0,6,0
2025-08-16T06:00:00,2,15,19,0,6,0
2025-08-16T06:00:00,2,16,34,0,6,0
2025-08-16T06:00:00,2,17,47,0,15,0
2025-08-16T06:00:00,2,18,37,0,12,0
2025-08-16T06:00:00,2,19,48,0,10,0
2025-08-16T06:00:00,2,20,43,0,11,0
2025-08-16T06:00:00,2,21,7,0,5,0
2025-08-16T06:00:00,2,22,55,0,18,0
2025-08-16T06:00:00,2,23,56,0,19,0
2025-08-16T06:00:00,2,24,30,0,10,0
2025-08-16T06:00:00,2,25,54,0,13,0
2025-08-16T06:00:00,2,26,38,0,9,0
2025-08-16T06:00:00,2,27,39,0,10,0
2025-08-16T06:00:00,2,28,39,0,13,0
2025-08-16T06:00:00,2,29,31,0,9,0
2025-08-16T06:00:00,2,30,54,0,16,0
2025-08-16T06:00:00,2,31,41,0,8,0
2025-08-16T06:00:00,2,32,38,0,7,0
2025-08-16T06:00:00,2,33,23,0,6,0
2025-08-16T06:00:00,2,34,75,0,20,0
2025-08-16T06:00:00,2,35,57,0,14,0
2025-08-16T06:00:00,2,36,41,0,6,0
2025-08-16T06:00:00,2,37,40,0,10,0
2025-08-16T06:00:00,2,38,46,0,15,0
2025-08-16T06:00:00,2,39,29,0,9,0
2025-08-16T06:00:00,2,40,58,0,9,0
2025-08-16T06:00:00,2,41,29,0,5,0
2025-08-16T06:00:00,2,42,41,0,7,0
2025-08-16T06:00:00,2,43,52,0,12,0
2025-08-16T06:00:00,2,44,39,0,5,0
2025-08-16T06:00:00,2,45,25,0,8,0
2025-08-16T06:00:00,2,46,46,0,8,0
2025-08-16T06:00:00,2,47,73,0,23,0
2025-08-16T06:00:00,2,48,37,0,9,0
2025-08-16T06:00:00,2,49,43,0,13,0
2025-08-16T06:00:00,2,50,19,0,6,0
2025-08-16T06:00:00,2,51,64,0,10,0
2025-08-16T06:00:00,2,52,7,0,5,0
2025-08-16T06:00:00,2,53,26,0,5,0
2025-08-16T06:00:00,2,54,36,0,12,0
2025-08-16T06:00:00,2,55,47,0,10,0
2025-08-16T06:00:00,2,56,22,0,5,0
2025-08-16T06:00:00,2,57,36,0,7,0
2025-08-16T06:00:00,2,58,12,0,5,0
2025-08-16T06:00:00,2,59,34,0,9,0
2025-08-16T06:00:00,2,60,30,0,8,0
2025-08-16T06:00:00,2,61,42,0,8,0
2025-08-16T06:00:00,2,62,40,0,8,0
2025-08-16T06:00:00,2,63,0,25,5,29
2025-08-16T06:00:00,2,64,29,0,9,0
2025-08-16T06:00:00,2,65,43,0,11,0
2025-08-16T06:00:00,2,66,44,0,11,0
2025-08-16T06:00:00,2,67,58,0,17,0
2025-08-16T06:00:00,2,68,70,0,15,0
2025-08-16T06:00:00,2,69,10,0,5,0
2025-08-16T06:00:00,2,70,61,0,9,0
2025-08-16T06:00:00,2,71,31,0,6,0
2025-08-16T06:00:00,2,72,37,0,8,0
2025-08-16T06:00:00,2,73,31,0,5,0
2025-08-16T06:00:00,2,74,17,0,5,0
2025-08-16T06:00:00,2,75,43,0,8,0
2025-08-16T06:00:00,2,76,43,0,8,0
2025-08-16T06:00:00,2,77,66,0,19,0
2025-08-16T06:00:00,2,78,22,0,5,0
2025-08-16T06:00:00,2,79,26,0,8,0
2025-08-16T06:00:00,2,80,29,0,5,0
2025-08-16T06:00:00,2,81,57,0,9,0
2025-08-16T06:00:00,2,82,55,0,15,0
2025-08-16T06:00:00,2,83,41,0,11,0
2025-08-16T06:00:00,2,84,46,0,10,0
2025-08-16T06:00:00,2,85,33,0,7,0
2025-08-16T06:00:00,2,86,50,0,9,0
2025-08-16T06:00:00,2,87,42,0,11,0
2025-08-16T06:00:00,2,88,46,0,9,0
2025-08-16T06:00:00,2,89,21,0,5,0
2025-08-16T06:00:00,2,90,0,40,5,31
2025-08-16T06:00:00,2,91,57,0,11,0
2025-08-16T06:00:00,2,92,40,0,8,0
2025-08-16T06:00:00,2,93,44,0,11,0
2025-08-16T06:00:00,2,94,38,0,6,0
2025-08-16T06:00:00,2,95,45,0,7,0
2025-08-16T06:00:00,2,96,55,0,9,0
2025-08-16T06:00:00,2,97,34,0,6,0
2025-08-16T06:00:00,2,98,49,0,15,0
2025-08-16T06:00:00,2,99,46,0,9,0
2025-08-16T06:00:00,2,100,33,0,7,0
2025-08-16T06:00:00,2,101,40,0,11,0
2025-08-16T06:00:00,2,102,42,0,10,0
2025-08-16T06:00:00,2,103,20,0,6,0
2025-08-16T06:00:00,2,104,59,0,19,0
2025-08-16T06:00:00,2,105,72,0,11,0
2025-08-16T06:00:00,2,106,50,0,11,0
2025-08-16T06:00:00,2,107,46,0,8,0
2025-08-16T06:00:00,2,108,27,0,7,0
2025-08-16T06:00:00,2,109,14,0,5,0
2025-08-16T06:00:00,2,110,52,0,7,0
2025-08-16T06:00:00,2,111,47,0,8,0
2025-08-16T06:00:00,2,112,42,0,11,0
2025-08-16T06:00:00,2,113,53,0,11,0
2025-08-16T06:00:00,2,114,55,0,16,0
2025-08-16T06:00:00,2,115,28,0,7,0
2025-08-16T06:00:00,2,116,52,0,8,0
2025-08-16T06:00:00,2,117,45,0,7,0
2025-08-16T06:00:00,2,118,53,0,12,0
2025-08-16T06:00:00,2,119,53,0,16,0
2025-08-16T06:00:00,2,120,37,0,7,0
2025-08-16T06:00:00,2,121,55,0,14,0
2025-08-16T06:00:00,2,122,0,57,5,27
2025-08-16T06:00:00,2,123,51,0,10,0
2025-08-16T06:00:00,2,124,37,0,9,0
2025-08-16T06:00:00,2,125,59,0,17,0
2025-08-16T06:00:00,2,126,41,0,9,0
2025-08-16T06:00:00,2,127,47,0,14,0
2025-08-16T06:00:00,2,128,70,0,16,0
2025-08-16T06:00:00,2,129,53,0,15,0
2025-08-16T06:00:00,2,130,24,0,5,0
2025-08-16T06:00:00,2,131,33,0,5,0
2025-08-16T06:00:00,2,132,54,0,16,0
2025-08-16T06:00:00,2,133,36,0,5,0
2025-08-16T06:00:00,2,134,39,0,10,0
2025-08-16T06:00:00,2,135,52,0,9,0
2025-08-16T06:00:00,2,136,31,0,10,0
2025-08-16T06:00:00,2,137,36,0,12,0
2025-08-16T06:00:00,2,138,44,0,7,0
2025-08-16T06:00:00,2,139,34,0,7,0
2025-08-16T06:00:00,2,140,3,32,5,26
2025-08-16T06:00:00,2,141,35,0,6,0
2025-08-16T06:00:00,2,142,41,0,6,0
2025-08-16T06:00:00,2,143,32,0,6,0
2025-08-16T06:00:00,2,144,54,0,18,0
2025-08-16T06:00:00,2,145,35,0,10,0
2025-08-16T06:00:00,2,146,45,0,15,0
2025-08-16T06:00:00,2,147,62,0,10,0
2025-08-16T06:00:00,2,148,48,0,14,0
2025-08-16T06:00:00,2,149,26,0,8,0
2025-08-16T06:00:00,2,150,33,0,9,0
2025-08-16T06:00:00,2,151,26,0,5,0
2025-08-16T06:00:00,2,152,46,0,15,0
2025-08-16T06:00:00,2,153,18,0,5,0
2025-08-16T06:00:00,2,154,40,0,13,0
2025-08-16T06:00:00,2,155,14,0,5,0
2025-08-16T06:00:00,2,156,45,0,11,0
2025-08-16T06:00:00,2,157,37,0,7,0
2025-08-16T06:00:00,2,158,21,0,5,0
2025-08-16T06:00:00,2,159,50,0,11,0
2025-08-16T06:00:00,2,160,57,0,10,0
2025-08-16T06:00:00,2,161,33,0,6,0
2025-08-16T06:00:00,2,162,17,0,5,0
2025-08-16T06:00:00,2,163,39,0,10,0
2025-08-16T06:00:00,2,164,49,0,9,0
2025-08-16T06:00:00,2,165,18,0,6,0
2025-08-16T06:00:00,2,166,56,0,18,0
2025-08-16T06:00:00,2,167,39,0,13,0
2025-08-16T06:00:00,2,168,56,0,16,0
2025-08-16T06:00:00,2,169,26,0,5,0
2025-08-16T06:00:00,2,170,37,0,10,0
2025-08-16T06:00:00,2,171,59,0,8,0
2025-08-16T06:00:00,2,172,52,0,9,0
2025-08-16T06:00:00,2,173,45,0,7,0
2025-08-16T06:00:00,2,174,50,0,14,0
2025-08-16T06:00:00,2,175,8,0,5,0
2025-08-16T06:00:00,2,176,35,0,7,0
2025-08-16T06:00:00,2,177,64,0,18,0
2025-08-16T06:00:00,2,178,54,0,12,0
2025-08-16T06:00:00,2,179,18,0,5,0
2025-08-16T06:00:00,2,180,48,0,16,0
2025-08-16T06:00:00,2,181,68,0,20,0
2025-08-16T06:00:00,2,182,40,0,11,0
2025-08-16T06:00:00,2,183,42,0,12,0
2025-08-16T06:00:00,2,184,0,38,5,24
2025-08-16T06:00:00,2,185,30,0,5,0
2025-08-16T06:00:00,2,186,42,0,12,0
2025-08-16T06:00:00,2,187,12,0,5,0
2025-08-16T06:00:00,2,188,60,0,18,0
2025-08-16T06:00:00,2,189,35,0,7,0
2025-08-16T06:00:00,2,190,38,0,10,0
2025-08-16T06:00:00,2,191,27,0,7,0
2025-08-16T06:00:00,2,192,39,0,12,0
2025-08-16T06:00:00,2,193,43,0,6,0
2025-08-16T06:00:00,2,194,27,0,5,0
2025-08-16T06:00:00,2,195,16,0,5,0
2025-08-16T06:00:00,2,196,50,0,12,0
2025-08-16T06:00:00,2,197,39,0,13,0
2025-08-16T06:00:00,2,198,39,0,12,0
2025-08-16T06:00:00,2,199,17,0,5,0
2025-08-16T06:00:00,2,200,55,0,17,0
2025-08-16T06:00:00,3,1,51,0,11,0
2025-08-16T06:00:00,3,2,36,0,9,0
2025-08-16T06:00:00,3,3,22,0,5,0
2025-08-16T06:00:00,3,4,27,0,5,0
2025-08-16T06:00:00,3,5,42,0,12,0
2025-08-16T06:00:00,3,6,17,0,5,0
2025-08-16T06:00:00,3,7,57,0,16,0
2025-08-16T06:00:00,3,8,49,0,13,0
2025-08-16T06:00:00,3,9,34,0,10,0
2025-08-16T06:00:00,3,10,51,0,15,0
2025-08-16T06:00:00,3,11,51,0,12,0
2025-08-16T06:00:00,3,12,16,0,5,0
2025-08-16T06:00:00,3,13,39,0,6,0
2025-08-16T06:00:00,3,14,54,0,14,0
2025-08-16T06:00:00,3,15,59,0,9,0
2025-08-16T06:00:00,3,16,21,0,5,0
2025-08-16T06:00:00,3,17,33,0,5,0
2025-08-16T06:00:00,3,18,49,0,14,0
2025-08-16T06:00:00,3,19,29,0,5,0
2025-08-16T06:00:00,3,20,8,0,5,0
2025-08-16T06:00:00,3,21,70,0,14,0
2025-08-16T06:00:00,3,22,22,0,5,0
2025-08-16T06:00:00,3,23,39,0,6,0
2025-08-16T06:00:00,3,24,16,0,5,0
2025-08-16T06:00:00,3,25,49,0,12,0
2025-08-16T06:00:00,3,26,37,0,9,0
2025-08-16T06:00:00,3,27,12,0,5,0
2025-08-16T06:00:00,3,28,31,0,7,0
2025-08-16T06:00:00,3,29,47,0,12,0
2025-08-16T06:00:00,3,30,62,0,13,0
2025-08-16T06:00:00,3,31,7,0,5,0
2025-08-16T06:00:00,3,32,16,0,5,0
2025-08-16T06:00:00,3,33,25,0,5,0
2025-08-16T06:00:00,3,34,47,0,10,0
2025-08-16T06:00:00,3,35,40,0,10,0
2025-08-16T06:00:00,3,36,41,0,7,0
2025-08-16T06:00:00,3,37,42,0,13,0
2025-08-16T06:00:00,3,38,35,0,7,0
2025-08-16T06:00:00,3,39,50,0,16,0
2025-08-16T06:00:00,3,40,47,0,13,0
2025-08-16T06:00:00,3,41,36,0,12,0
2025-08-16T06:00:00,3,42,57,0,12,0
2025-08-16T06:00:00,3,43,50,0,17,0
2025-08-16T06:00:00,3,44,30,0,7,0
2025-08-16T06:00:00,3,45,54,0,12,0
2025-08-16T06:00:00,3,46,40,0,12,0
2025-08-16T06:00:00,3,47,55,0,12,0
2025-08-16T06:00:00,3,48,56,0,12,0
2025-08-16T06:00:00,3,49,57,0,18,0
2025-08-16T06:00:00,3,50,66,0,20,0
2025-08-16T06:00:00,3,51,27,0,5,0
2025-08-16T06:00:00,3,52,42,0,10,0
2025-08-16T06:00:00,3,53,65,0,20,0
2025-08-16T06:00:00,3,54,42,0,6,0
2025-08-16T06:00:00,3,55,51,0,9,0
2025-08-16T06:00:00,3,56,41,0,12,0
2025-08-16T06:00:00,3,57,55,0,12,0
2025-08-16T06:00:00,3,58,30,0,9,0
2025-08-16T06:00:00,3,59,59,0,15,0
2025-08-16T06:00:00,3,60,46,0,14,0
2025-08-16T06:00:00,3,61,50,0,13,0
2025-08-16T06:00:00,3,62,45,0,10,0
2025-08-16T06:00:00,3,63,24,0,7,0
2025-08-16T06:00:00,3,64,27,0,6,0
2025-08-16T06:00:00,3,65,59,0,10,0
2025-08-16T06:00:00,3,66,38,0,10,0
2025-08-16T06:00:00,3,67,29,0,7,0
2025-08-16T06:00:00,3,68,71,0,21,0
2025-08-16T06:00:00,3,69,0,10,5,28
2025-08-16T06:00:00,3,70,42,0,9,0
2025-08-16T06:00:00,3,71,58,0,16,0
2025-08-16T06:00:00,3,72,34,0,10,0
2025-08-16T06:00:00,3,73,61,0,14,0
2025-08-16T06:00:00,3,74,46,0,12,0
2025-08-16T06:00:00,3,75,24,0,5,0
2025-08-16T06:00:00,3,76,17,0,5,0
2025-08-16T06:00:00,3,77,48,0,12,0
2025-08-16T06:00:00,3,78,38,0,12,0
2025-08-16T06:00:00,3,79,44,0,8,0
2025-08-16T06:00:00,3,80,32,0,7,0
2025-08-16T06:00:00,3,81,36,0,8,0
2025-08-16T06:00:00,3,82,55,0,18,0
2025-08-16T06:00:00,3,83,69,0,20,0
2025-08-16T06:00:00,3,84,53,0,15,0
2025-08-16T06:00:00,3,85,14,0,5,0
2025-08-16T06:00:00,3,86,39,0,11,0
2025-08-16T06:00:00,3,87,25,0,8,0
2025-08-16T06:00:00,3,88,50,0,11,0
2025-08-16T06:00:00,3,89,40,0,13,0
2025-08-16T06:00:00,3,90,30,0,8,0
2025-08-16T06:00:00,3,91,25,0,5,0
2025-08-16T06:00:00,3,92,54,0,17,0
2025-08-16T06:00:00,3,93,33,0,11,0
2025-08-16T06:00:00,3,94,39,0,5,0
2025-08-16T06:00:00,3,95,45,0,15,0
2025-08-16T06:00:00,3,96,31,0,6,0
2025-08-16T06:00:00,3,97,60,0,14,0
2025-08-16T06:00:00,3,98,24,0,5,0
2025-08-16T06:00:00,3,99,29,0,6,0
2025-08-16T06:00:00,3,100,49,0,13,0
2025-08-16T06:00:00,3,101,55,0,9,0
2025-08-16T06:00:00,3,102,42,0,12,0
2025-08-16T06:00:00,3,103,23,0,5,0
2025-08-16T06:00:00,3,104,42,0,14,0
2025-08-16T06:00:00,3,105,12,0,5,0
2025-08-16T06:00:00,3,106,45,0,13,0
2025-08-16T06:00:00,3,107,53,0,15,0
2025-08-16T06:00:00,3,108,12,0,5,0
2025-08-16T06:00:00,3,109,14,0,5,0
2025-08-16T06:00:00,3,110,31,0,9,0
2025-08-16T06:00:00,3,111,43,0,9,0
2025-08-16T06:00:00,3,112,24,0,6,0
2025-08-16T06:00:00,3,113,36,0,8,0
2025-08-16T06:00:00,3,114,36,0,9,0
2025-08-16T06:00:00,3,115,56,0,9,0
2025-08-16T06:00:00,3,116,46,0,10,0
2025-08-16T06:00:00,3,117,36,0,8,0
2025-08-16T06:00:00,3,118,25,0,6,0
2025-08-16T06:00:00,3,119,30,0,5,0
2025-08-16T06:00:00,3,120,43,0,6,0
2025-08-16T06:00:00,3,121,49,0,11,0
2025-08-16T06:00:00,3,122,45,0,7,0
2025-08-16T06:00:00,3,123,38,0,12,0
2025-08-16T06:00:00,3,124,36,0,9,0
2025-08-16T06:00:00,3,125,50,0,15,0
2025-08-16T06:00:00,3,126,56,0,12,0
2025-08-16T06:00:00,3,127,41,0,7,0
2025-08-16T06:00:00,3,128,22,0,6,0
2025-08-16T06:00:00,3,129,20,0,6,0
2025-08-16T06:00:00,3,130,53,0,17,0
2025-08-16T06:00:00,3,131,30,0,9,0
2025-08-16T06:00:00,3,132,34,0,6,0
2025-08-16T06:00:00,3,133,48,0,15,0
2025-08-16T06:00:00,3,134,33,0,11,0
2025-08-16T06:00:00,3,135,29,0,9,0
2025-08-16T06:00:00,3,136,70,0,14,0
2025-08-16T06:00:00,3,137,31,0,7,0
2025-08-16T06:00:00,3,138,55,0,16,0
2025-08-16T06:00:00,3,139,27,0,5,0
2025-08-16T06:00:00,3,140,59,0,11,0
2025-08-16T06:00:00,3,141,52,0,17,0
2025-08-16T06:00:00,3,142,63,0,13,0
2025-08-16T06:00:00,3,143,67,0,14,0
2025-08-16T06:00:00,3,144,47,0,7,0
2025-08-16T06:00:00,3,145,54,0,14,0
2025-08-16T06:00:00,3,146,49,0,12,0
2025-08-16T06:00:00,3,147,39,0,8,0
2025-08-16T06:00:00,3,148,44,0,8,0
2025-08-16T06:00:00,3,149,68,0,23,0
2025-08-16T06:00:00,3,150,52,0,15,0
2025-08-16T06:00:00,3,151,78,0,24,0
2025-08-16T06:00:00,3,152,23,0,5,0
2025-08-16T06:00:00,3,153,28,0,8,0
2025-08-16T06:00:00,3,154,62,0,16,0
2025-08-16T06:00:00,3,155,26,0,8,0
2025-08-16T06:00:00,3,156,31,0,7,0
